序號,抽籤日期,證券名稱,證券代號,發行市場,申購開始日,申購結束日,承銷股數,實際承銷股數,承銷價(元),實際承銷價(元),撥券日期(上市、上櫃日期),主辦券商,申購股數,總承銷金額(元),總合格件,中籤率(%),取消公開抽籤 
789,110/08/30,聯茂,6213,上市增資,110/08/24,110/08/26,"4,250,000","4,250,000",130,130,110/09/07,福邦,"1,000","552,500,000","4,315",98.49,
790,110/08/30,高技,5439,上櫃增資,110/08/24,110/08/26,"595,000","595,000",55,55,110/09/07,凱基,"1,000","32,725,000","102,275",0.58,
791,110/08/27,樂士,1529,上市增資,110/08/23,110/08/25,"3,400,000","3,400,000",12.6,12.6,110/09/06,統一,"2,000","42,840,000","156,374",1.08,
792,110/08/27,展匯科,6594,上櫃增資,110/08/23,110/08/25,"638,000","638,000",32.8,32.8,110/09/06,福邦,"1,000","20,926,400","112,226",0.56,
793,110/08/25,大綜,3147,上櫃增資,110/08/19,110/08/23,"425,000","425,000",47,47,110/09/02,國票,"1,000","19,975,000","62,056",0.68,
794,110/08/24,映興,3597,上櫃增資,110/08/18,110/08/20,"340,000","340,000",22,22,110/09/01,德信,"1,000","7,480,000","90,174",0.37,
795,110/08/23,易通展,6241,上櫃增資,110/08/17,110/08/19,"850,000","850,000",16,16,110/08/31,兆豐,"1,000","13,600,000","42,323",2,
796,110/08/23,沛波,6248,上櫃增資,110/08/17,110/08/19,"1,275,000","1,275,000",19,19,110/08/31,國票,"1,000","24,225,000","34,870",3.65,
797,110/08/20,中揚光,6668,上市增資,110/08/16,110/08/18,"850,000","850,000",50,50,110/08/30,元大,"1,000","42,500,000","46,202",1.83,
798,110/08/19,橋椿,2062,上市增資,110/08/13,110/08/17,"3,160,000","3,160,000",25.5,25.5,110/08/27,元大,"1,000","80,580,000","78,055",4.04,
799,110/08/17,東明-KY,5538,第一上市公司現金增資,110/08/11,110/08/13,"2,550,000","2,550,000",36,36,110/08/25,凱基,"1,000","91,800,000","135,470",1.88,
800,110/08/17,新光金,2888,上市增資,110/08/11,110/08/13,"85,000,000","85,000,000",8.2,8.2,110/08/25,永豐金,"5,000","697,000,000","201,145",8.45,
801,110/08/16,一詮,2486,上市增資,110/08/10,110/08/12,"1,700,000","1,700,000",43,43,110/08/24,福邦,"1,000","73,100,000","200,368",0.84,
802,110/08/16,嘉威,3557,上市增資,110/08/10,110/08/12,"680,000","680,000",76,76,110/08/24,台新,"1,000","51,680,000","85,586",0.79,
803,110/08/13,錦明,3230,上櫃增資,110/08/09,110/08/11,"1,020,000","1,020,000",15,15,110/08/23,元富,"2,000","15,300,000","57,605",0.88,
804,110/08/12,漢磊,3707,上櫃增資,110/08/06,110/08/10,"510,000","510,000",63.9,63.9,110/08/20,凱基,"1,000","32,589,000","349,716",0.14,
805,110/08/05,安格,6684,初上櫃,110/07/30,110/08/03,"696,000","696,000",88,88,110/08/11,福邦,"1,000","61,248,000","338,165",0.2,
806,110/08/03,瑞基,4171,上櫃增資,110/07/28,110/07/30,"621,000","621,000",120,120,110/08/11,富邦,"1,000","74,520,000","10,950",5.67,
807,110/08/02,天鈺,4961,上市增資,110/07/27,110/07/29,"1,700,000","1,700,000",255,255,110/08/10,福邦,"1,000","433,500,000","93,908",1.81,
808,110/08/02,堤維西甲特,1522A,上市增資,110/07/27,110/07/29,"2,550,000","2,550,000",50,50,110/08/10,台新,"1,000","127,500,000","13,944",18.28,
809,110/07/28,博大,8109,上櫃增資,110/07/22,110/07/26,"425,000","425,000",58,58,110/08/05,凱基,"1,000","24,650,000","181,147",0.23,
810,110/07/27,正德,2641,上櫃增資,110/07/21,110/07/23,"3,062,000","3,062,000",28,28,110/08/04,大展,"1,000","85,736,000","66,473",4.6,
811,110/07/23,凌陽創新,5236,初上櫃,110/07/19,110/07/21,"1,593,000","1,593,000",160,160,110/07/29,福邦,"1,000","254,880,000","232,462",0.68,
812,110/07/22,三商壽,2867,上市增資,110/07/16,110/07/20,"11,700,000","11,700,000",8.3,8.3,110/07/30,國泰,"1,000","97,110,000","122,029",9.58,
813,110/07/21,常珵,8097,上櫃增資,110/07/15,110/07/19,"680,000","680,000",17,17,110/07/29,富邦,"1,000","11,560,000","227,719",0.29,
814,110/07/20,商之器,8409,上櫃增資,110/07/14,110/07/16,"340,000","340,000",14.5,14.5,110/07/28,華南永昌,"1,000","4,930,000","165,523",0.2,
815,110/07/14,佳凌,4976,上市增資,110/07/08,110/07/12,"1,700,000","1,700,000",61,61,110/07/22,福邦,"1,000","103,700,000","318,468",0.53,
816,110/07/08,鈦昇,8027,上櫃增資,110/07/02,110/07/06,"850,000","850,000",66,66,110/07/16,合庫,"1,000","56,100,000","26,518",3.2,
817,110/06/30,雷虎,8033,上市增資,110/06/24,110/06/28,"1,700,000","1,700,000",12.2,12.2,110/07/08,福邦,"1,000","20,740,000","121,580",1.39,
818,110/06/16,福邦證,6026,上櫃增資,110/06/09,110/06/11,"3,500,000","3,500,000",13.5,13.5,110/06/24,台中銀,"1,000","47,250,000","107,280",3.26,
819,110/06/01,宏大,8932,上櫃增資,110/05/26,110/05/28,"1,012,000","1,012,000",18,18,110/06/09,統一,"1,000","18,216,000","11,806",8.57,
820,110/05/25,第一化成-KY,2250,第一上市公司初上市,110/05/19,110/05/21,"1,150,000","1,150,000",76,76,110/05/31,康和,"1,000","87,400,000","85,641",1.34,
821,110/05/19,91APP*-KY,6741,第一上櫃公司初上櫃,110/05/13,110/05/17,"2,911,000","2,911,000",66,66,110/05/25,元大,"1,000","192,126,000","72,272",4.02,
822,110/05/17,廷鑫,2358,上市增資,110/05/11,110/05/13,"2,550,000","2,550,000",13.5,13.5,110/05/25,國票,"1,000","34,425,000","66,771",3.81,
823,110/05/12,天宇,8171,上櫃增資,110/05/06,110/05/10,"680,000","680,000",45,45,110/05/20,富邦,"1,000","30,600,000","218,996",0.31,
824,110/05/11,晟楠,3631,上櫃增資,110/05/05,110/05/07,"171,000","171,000",50,50,110/05/19,國票,"1,000","8,550,000","22,851",0.74,
825,110/05/10,至上,8112,上市增資,110/05/04,110/05/06,"4,250,000","4,250,000",32,32,110/05/18,元大,"1,000","136,000,000","250,587",1.69,
826,110/05/06,台康生技,6589,上櫃增資,110/04/29,110/05/04,"2,975,000","2,975,000",91.5,91.5,110/05/14,元大,"1,000","272,212,500","345,908",0.86,
827,110/05/05,業旺,1475,上市增資,110/04/28,110/05/03,"850,000","850,000",26.8,26.8,110/05/13,福邦,"1,000","22,780,000","371,650",0.22,
828,110/04/21,臺慶科,3357,初上櫃,110/04/15,110/04/19,"2,420,000","2,420,000",118.78,118.78,110/04/27,第一金,"1,000","287,447,600","408,632",0.59,
829,110/04/21,愛地雅,8933,上櫃增資,110/04/15,110/04/19,"4,250,000","4,250,000",10.2,10.2,110/04/29,台新,"1,000","43,350,000","330,847",1.28,
830,110/04/16,志強-KY　,6768,第一上市公司初上市,110/04/12,110/04/14,"5,293,000","5,293,000",49,49,110/04/22,元大,"1,000","259,357,000","187,815",2.81,
831,110/04/06,長榮鋼,2211,初上市,110/03/29,110/03/31,"4,000,000","4,000,000",41,41,110/04/12,凱基,"1,000","164,000,000","437,858",0.91,
832,110/03/25,展碁國際,6776,初上市,110/03/19,110/03/23,"1,431,000","1,431,000",25,25,110/03/31,永豐金,"1,000","35,775,000","406,283",0.35,
833,110/03/23,台船,2208,上市增資,110/03/17,110/03/19,"38,264,000","38,264,000",17.5,17.5,110/03/31,凱基,"2,000","669,620,000","330,880",5.78,
834,110/03/22,科嘉-KY,5215,第一上市公司現金增資,110/03/16,110/03/18,"425,000","425,000",105,105,110/03/30,凱基,"1,000","44,625,000","218,283",0.19,
835,110/03/16,聚陽,1477,上市增資,110/03/10,110/03/12,"1,870,000","1,870,000",136,136,110/03/24,凱基,"1,000","254,320,000","376,054",0.49,
836,110/03/16,AES-KY,6781,第一上市公司初上市,110/03/10,110/03/12,"3,683,000","3,683,000",168,168,110/03/22,凱基,"1,000","618,744,000","175,522",2.09,
837,110/03/15,麗清,3346,上市增資,110/03/09,110/03/11,"595,000","595,000",39,39,110/03/23,群益金鼎,"1,000","23,205,000","173,891",0.34,
838,110/03/09,凱鈺,5468,上櫃增資,110/03/03,110/03/05,"680,000","680,000",10,10,110/03/17,台新,"1,000","6,800,000","286,608",0.23,
839,110/03/08,永昕,4726,上櫃增資,110/03/02,110/03/04,"2,125,000","2,125,000",30.5,30.5,110/03/16,元富,"1,000","64,812,500","118,202",1.79,
840,110/03/02,惠特,6706,上市增資,110/02/23,110/02/25,"425,000","425,000",126,126,110/03/10,凱基,"1,000","53,550,000","182,260",0.23,
841,110/01/28,晶悅,2718,上櫃增資,110/01/22,110/01/26,"2,550,000","2,550,000",17,17,110/02/05,兆豐,"1,000","43,350,000","121,842",2.09,
842,110/01/28,聚鼎,6224,上市增資,110/01/22,110/01/26,"410,000","410,000",68,68,110/02/05,凱基,"1,000","27,880,000","250,195",0.16,
843,110/01/27,和大,1536,上市增資,110/01/21,110/01/25,"2,125,000","2,125,000",90,90,110/02/04,玉山,"1,000","191,250,000","228,827",0.92,
844,110/01/26,懷特,4108,上市增資,110/01/20,110/01/22,"3,088,000","3,088,000",20,20,110/02/03,福邦,"1,000","61,760,000","116,624",2.64,
845,110/01/26,全宇昕,6651,初上櫃,110/01/20,110/01/22,"1,190,000","1,190,000",50.6,50.6,110/02/01,玉山,"1,000","60,214,000","217,559",0.54,
846,110/01/25,光洋科,1785,上櫃增資,110/01/19,110/01/21,"7,948,000","7,948,000",36,36,110/02/02,凱基,"1,000","286,128,000","299,901",2.65,
847,110/01/22,博晟生醫,6733,初上櫃,110/01/18,110/01/20,"3,033,000","3,033,000",28,28,110/01/28,元大,"1,000","84,924,000","189,217",1.6,
848,110/01/21,威健生技,6661,初上櫃,110/01/15,110/01/19,"819,000","819,000",26,26,110/01/27,兆豐,"1,000","21,294,000","152,489",0.53,
849,110/01/20,康普,4739,上市增資,110/01/14,110/01/18,"850,000","850,000",50,50,110/01/28,福邦,"1,000","42,500,000","194,276",0.43,
850,110/01/19,家登,3680,上櫃增資,110/01/13,110/01/15,"646,000","646,000",236,236,110/01/27,統一,"1,000","152,456,000","145,101",0.44,
851,110/01/19,台微醫,6767,初上櫃,110/01/13,110/01/15,"808,000","808,000",30,30,110/01/25,凱基,"1,000","24,240,000","168,666",0.47,
852,110/01/15,久陽,5011,上櫃增資,110/01/11,110/01/13,"1,700,000","1,700,000",32.5,32.5,110/01/25,兆豐,"1,000","55,250,000","148,136",1.14,
853,110/01/14,穎崴,6515,初上市,110/01/08,110/01/12,"517,000","517,000",348,348,110/01/20,凱基,"1,000","179,916,000","117,261",0.44,
854,110/01/13,亨泰光,6747,初上櫃,110/01/07,110/01/11,"452,000","452,000",100,100,110/01/19,永豐金,"1,000","45,200,000","208,186",0.21,
855,110/01/11,台驊投控,2636,上市增資,110/01/05,110/01/07,"850,000","850,000",30,30,110/01/19,凱基,"1,000","25,500,000","200,094",0.42,
856,110/01/07,高雄銀甲特,2836A,上市增資,109/12/31,110/01/05,"3,400,000","3,400,000",25,25,110/01/15,台新,"2,000","85,000,000","9,979",17.03,
857,110/01/05,光麗-KY,6431,第一上市公司現金增資,109/12/29,109/12/31,"408,000","408,000",29.8,29.8,110/01/13,台中銀,"1,000","12,158,400","4,992",8.17,
858,110/01/04,長聖,6712,初上櫃,109/12/28,109/12/30,"1,105,000","1,105,000",138,138,110/01/08,元富,"1,000","152,490,000","202,779",0.54,
859,109/12/29,聖暉,5536,上櫃增資,109/12/23,109/12/25,"255,000","255,000",166,166,110/01/07,國票,"1,000","42,330,000","122,249",0.2,
860,109/12/28,光耀,3666,上櫃增資,109/12/22,109/12/24,"850,000","850,000",70,70,110/01/06,宏遠,"1,000","59,500,000","110,598",0.76,
861,109/12/23,永固-KY,5546,第一上市公司現金增資,109/12/17,109/12/21,"281,000","281,000",66,66,109/12/31,中國信託,"1,000","18,546,000","160,202",0.17,
862,109/12/23,允強,2034,上市增資,109/12/17,109/12/21,"2,550,000","2,550,000",20,20,109/12/31,永豐金,"1,000","51,000,000","283,332",0.9,
863,109/12/22,新鼎,5209,上櫃增資,109/12/16,109/12/18,"298,000","298,000",62.46,62.46,109/12/30,富邦,"1,000","18,613,080","49,066",0.6,
864,109/12/22,立隆電,2472,上市增資,109/12/16,109/12/18,"720,000","720,000",46,46,109/12/30,富邦,"1,000","33,120,000","257,060",0.28,
865,109/12/21,上洋,6728,初上櫃,109/12/15,109/12/17,"636,000","636,000",43,43,109/12/25,台新,"1,000","27,348,000","164,321",0.38,
866,109/12/21,智聯服務,6751,初上櫃,109/12/15,109/12/17,"323,000","323,000",60,60,109/12/25,福邦,"1,000","19,380,000","269,621",0.11,
867,109/12/18,西柏,3541,上櫃增資,109/12/14,109/12/16,"425,000","425,000",45,45,109/12/28,日盛,"1,000","19,125,000","117,901",0.36,
868,109/12/18,榮成,1909,上市增資,109/12/14,109/12/16,"5,400,000","5,400,000",14.8,14.8,109/12/28,第一金,"1,000","79,920,000","290,815",1.85,
869,109/12/18,威鋒電子,6756,初上市,109/12/14,109/12/16,"2,231,000","2,231,000",168,168,109/12/24,凱基,"1,000","374,808,000","343,553",0.64,
870,109/12/17,祺驊,1593,上櫃增資,109/12/11,109/12/15,"170,000","170,000",50,50,109/12/25,玉山,"1,000","8,500,000","111,208",0.15,
871,109/12/17,逸達,6576,上櫃增資,109/12/11,109/12/15,"1,275,000","1,275,000",88,88,109/12/25,元富,"1,000","112,200,000","24,444",5.21,
872,109/12/17,上銀,2049,上市增資,109/12/11,109/12/15,"1,020,000","1,020,000",195,195,109/12/25,元大,"1,000","198,900,000","386,750",0.26,
873,109/12/16,泰福-KY,6541,上市增資,109/12/10,109/12/14,"3,996,000","3,996,000",36,36,109/12/24,凱基,"1,000","143,856,000","61,906",6.45,
874,109/12/16,旭品,3325,上櫃增資,109/12/10,109/12/14,"900,000","900,000",25,25,109/12/24,台新,"1,000","22,500,000","36,372",2.47,
875,109/12/16,同泰,3321,上市增資,109/12/10,109/12/14,"2,550,000","2,550,000",11.5,11.5,109/12/24,富邦,"1,000","29,325,000","161,894",1.57,
876,109/12/14,達亞,6762,初上櫃,109/12/08,109/12/10,"726,000","726,000",267.98,267.98,109/12/18,元富,"1,000","194,553,480","56,384",1.28,
877,109/12/14,台中銀,2812,上市增資,109/12/08,109/12/10,"21,265,000","21,265,000",10.2,10.2,109/12/22,凱基,"5,000","216,903,000","132,649",3.2,
878,109/12/10,揚秦,2755,初上櫃,109/12/04,109/12/08,"425,000","425,000",60,60,109/12/16,台新,"1,000","25,500,000","241,316",0.17,
879,109/12/09,華建,2530,上市增資,109/12/03,109/12/07,"21,260,000","21,260,000",12.56,12.56,109/12/17,凱基,"1,000","267,025,600","126,659",16.78,
880,109/12/08,安普新,6743,初上市,109/12/02,109/12/04,"2,260,000","2,260,000",100,100,109/12/14,中國信託,"1,000","226,000,000","233,085",0.96,
881,109/12/07,新唐,4919,上市增資,109/12/01,109/12/03,"7,200,000","7,200,000",38,38,109/12/15,中國信託,"1,000","273,600,000","265,807",2.7,
882,109/12/07,耀登,3138,初上市,109/12/01,109/12/03,"1,235,000","1,235,000",46,46,109/12/11,國票,"1,000","56,810,000","408,112",0.3,
883,109/12/04,叡揚資訊,6752,初上櫃,109/11/30,109/12/02,"500,000","500,000",56,56,109/12/10,群益金鼎,"1,000","28,000,000","157,662",0.31,
884,109/12/04,優盛,4121,上櫃增資,109/11/30,109/12/02,"510,000","510,000",15.6,15.6,109/12/14,凱基,"1,000","7,956,000","131,313",0.38,
885,109/12/03,泰金-KY,6629,第一上櫃公司現金增資,109/11/27,109/12/01,"170,000","170,000",52,52,109/12/11,中國信託,"1,000","8,840,000","210,863",0.08,
886,109/12/02,三商壽,2867,上市增資,109/11/26,109/11/30,"11,700,000","11,700,000",7.55,7.55,109/12/10,國泰,"1,000","88,335,000","139,510",8.38,
887,109/11/27,元晶,6443,上市增資,109/11/23,109/11/25,"5,678,000","5,678,000",25.8,25.8,109/12/07,元大,"1,000","146,492,400","464,175",1.22,
888,109/11/26,三福化,4755,上市增資,109/11/20,109/11/24,"850,000","850,000",48.7,48.7,109/12/04,第一金,"1,000","41,395,000","324,643",0.26,
889,109/11/25,亞泰金屬,6727,初上櫃,109/11/19,109/11/23,"666,000","666,000",52.8,52.8,109/12/01,華南永昌,"1,000","35,164,800","219,902",0.3,
890,109/11/18,八貫,1342,初上市,109/11/12,109/11/16,"1,358,000","1,358,000",55,55,109/11/24,富邦,"1,000","74,690,000","262,807",0.51,
891,109/11/16,必應,6625,上市增資,109/11/10,109/11/12,"468,000","468,000",30,30,109/11/24,台新,"1,000","14,040,000","83,881",0.55,
892,109/11/16,鈺創,5351,上櫃增資,109/11/10,109/11/12,"4,250,000","4,250,000",14.6,14.6,109/11/24,第一金,"1,000","62,050,000","115,567",3.67,
893,109/11/16,達麗,6177,上市增資,109/11/10,109/11/12,"2,125,000","2,125,000",25,25,109/11/24,合庫,"1,000","53,125,000","129,015",1.64,
894,109/11/16,陞達科技,4945,初上櫃,109/11/10,109/11/12,"681,000","681,000",38,38,109/11/20,國票,"1,000","25,878,000","290,538",0.23,
895,109/11/12,高端疫苗,6547,上櫃增資,109/11/06,109/11/10,"2,040,000","2,040,000",80,80,109/11/20,富邦,"1,000","163,200,000","96,574",2.11,
896,109/11/09,台通,8011,上市增資,109/11/03,109/11/05,"1,700,000","1,700,000",14.2,14.2,109/11/17,元富,"1,000","24,140,000","50,952",3.33,
897,109/11/04,新洲,3171,上櫃增資,109/10/29,109/11/02,"638,000","638,000",20,20,109/11/12,永豐金,"1,000","12,760,000","76,424",0.83,
898,109/10/27,元大期,6023,上櫃增資,109/10/21,109/10/23,"3,400,000","3,400,000",45.5,45.5,109/11/04,兆豐,"1,000","154,700,000","182,448",1.86,
899,109/10/26,信紘科,6667,上櫃增資,109/10/20,109/10/22,"357,000","357,000",47,47,109/11/03,台新,"1,000","16,779,000","147,766",0.24,
900,109/10/26,意德士,7556,初上櫃,109/10/20,109/10/22,"527,000","527,000",88,88,109/10/30,永豐金,"1,000","46,376,000","333,183",0.15,
901,109/10/22,大成鋼,2027,上市增資,109/10/16,109/10/20,"34,000,000","34,000,000",18,18,109/10/30,統一,"2,000","612,000,000","215,621",7.88,
902,109/10/16,王道銀行,2897,上市增資,109/10/12,109/10/14,"30,400,000","30,400,000",6.35,6.35,109/10/26,元大,"5,000","193,040,000","41,986",14.48,
903,109/10/14,軒郁,6703,初上櫃,109/10/07,109/10/12,"757,000","757,000",96.9,96.9,109/10/20,富邦,"1,000","73,353,300","323,160",0.23,
904,109/10/12,永冠-KY,1589,第一上市公司現金增資,109/10/05,109/10/07,"438,000","438,000",80,80,109/10/20,中國信託,"1,000","35,040,000","143,539",0.3,
905,109/10/12,文曄甲特,3036A,上市增資,109/10/05,109/10/07,"12,150,000","12,150,000",50,50,109/10/20,元大,"1,000","607,500,000","15,334",79.23,
906,109/10/07,晶焱,6411,上櫃增資,109/09/29,109/10/05,"880,000","880,000",72,72,109/10/16,第一金,"1,000","63,360,000","86,689",1.01,
907,109/10/05,汎德永業,2247,初上市,109/09/25,109/09/29,"1,914,000","1,914,000",180,180,109/10/12,群益金鼎,"1,000","344,520,000","731,666",0.26,
908,109/09/30,動力-KY,6591,第一上市公司現金增資,109/09/24,109/09/28,"170,000","170,000",47,47,109/10/13,康和,"1,000","7,990,000","95,522",0.17,
909,109/09/28,鈺齊-KY,9802,第一上市公司現金增資,109/09/22,109/09/24,"850,000","850,000",75,75,109/10/08,國票,"1,000","63,750,000","321,256",0.26,
910,109/09/17,康全電訊,8089,初上櫃,109/09/11,109/09/15,"1,750,000","1,750,000",45.24,45.24,109/09/23,統一,"1,000","79,170,000","606,572",0.28,
911,109/09/11,亞洲藏壽司,2754,初上櫃,109/09/07,109/09/09,"1,579,000","1,579,000",55,55,109/09/17,元大,"1,000","86,845,000","511,179",0.3,
912,109/09/09,生華科,6492,上櫃增資,109/09/03,109/09/07,"1,275,000","1,275,000",120,120,109/09/17,元大,"1,000","153,000,000","382,686",0.33,
913,109/09/02,中租-KY 甲特,5871A,第一上市公司現金增資,109/08/27,109/08/31,"12,750,000","12,750,000",100,100,109/09/10,凱基,"1,000","1,275,000,000","36,668",34.77,
914,109/08/28,寬宏藝術,6596,上櫃增資,109/08/24,109/08/26,"185,000","185,000",45,45,109/09/07,福邦,"1,000","8,325,000","28,854",0.64,
915,109/08/27,新光金乙特,2888B,上市增資,109/08/21,109/08/25,"18,870,000","18,870,000",45,45,109/09/04,永豐金,"1,000","849,150,000","25,384",74.33,
916,109/08/25,新日興,3376,上市增資,109/08/19,109/08/21,"850,000","850,000",110,110,109/09/02,凱基,"1,000","93,500,000","189,906",0.44,
917,109/08/20,優群,3217,上櫃增資,109/08/14,109/08/18,"680,000","680,000",92,92,109/08/28,台新,"1,000","62,560,000","174,657",0.38,
918,109/08/20,艾姆勒,2241,初上市,109/08/14,109/08/18,"2,125,000","2,125,000",50,50,109/08/26,元大,"1,000","106,250,000","174,291",1.21,
919,109/08/20,新潤,6186,上櫃增資,109/08/14,109/08/18,"2,550,000","2,550,000",24.5,24.5,109/08/28,合庫,"1,000","62,475,000","70,778",3.6,
920,109/08/19,匯僑設計,6754,初上市,109/08/13,109/08/17,"1,020,000","1,020,000",45,45,109/08/25,凱基,"1,000","45,900,000","217,348",0.46,
921,109/08/04,藥華藥,6446,上櫃增資,109/07/29,109/07/31,"1,870,000","1,870,000",102,102,109/08/12,元富,"1,000","190,740,000","91,403",2.04,
922,109/08/03,訊映,4155,上市增資,109/07/28,109/07/30,"1,318,000","1,318,000",26,26,109/08/11,統一,"1,000","34,268,000","26,083",5.05,
923,109/07/30,立凱-KY,5227,第一上櫃公司現金增資,109/07/24,109/07/28,"2,550,000","2,550,000",11.6,11.6,109/08/07,第一金,"1,000","29,580,000","122,587",2.08,
924,109/07/28,上揚,6222,上櫃增資,109/07/22,109/07/24,"510,000","510,000",10,10,109/08/05,台中銀,"1,000","5,100,000","177,114",0.28,
925,109/07/13,虹揚-KY,6573,第一上市公司現金增資,109/07/07,109/07/09,"1,165,000","1,165,000",16.5,16.5,109/07/21,富邦,"1,000","19,222,500","88,262",1.31,
926,109/07/06,皇龍,3512,上櫃增資,109/06/30,109/07/02,"1,170,000","1,170,000",24,24,109/07/14,台新,"1,000","28,080,000","186,470",0.62,
927,109/06/23,台微體,4152,上櫃增資,109/06/17,109/06/19,"945,000","945,000",68,68,109/07/03,永豐金,"1,000","64,260,000","182,978",0.51,
928,109/06/23,東典,6588,初上櫃,109/06/17,109/06/19,"782,000","782,000",68,68,109/07/01,元富,"1,000","53,176,000","405,958",0.19,
929,109/06/22,國碩,2406,上市增資,109/06/16,109/06/18,"7,010,000","7,010,000",8.5,8.5,109/07/02,台新,"5,000","59,585,000","27,436",5.11,
930,109/06/15,定穎,6251,上市增資,109/06/09,109/06/11,"2,550,000","2,550,000",16,16,109/06/23,富邦,"1,000","40,800,000","85,256",2.99,
931,109/06/05,科嘉-KY,5215,第一上市公司現金增資,109/06/01,109/06/03,"425,000","425,000",50,50,109/06/15,福邦,"1,000","21,250,000","465,217",0.09,
932,109/06/03,ABC-KY,6598,第一上市公司初上市,109/05/28,109/06/01,"1,729,000","1,729,000",48,48,109/06/09,永豐金,"1,000","82,992,000","499,759",0.34,
933,109/06/02,昇佳電子,6732,初上櫃,109/05/27,109/05/29,"736,000","736,000",498,498,109/06/08,兆豐,"1,000","366,528,000","321,023",0.22,
934,109/05/19,瀚宇博,5469,上市增資,109/05/13,109/05/15,"3,145,000","3,145,000",36,36,109/05/27,宏遠,"1,000","113,220,000","56,294",5.58,
935,109/05/14,永固-KY,5546,第一上市公司初上市,109/05/08,109/05/12,"2,724,000","2,724,000",58.5,58.5,109/05/20,康和,"1,000","159,354,000","85,689",3.17,
936,109/05/12,三竹,8284,初上櫃,109/05/06,109/05/08,"1,227,000","1,227,000",45,45,109/05/18,兆豐,"1,000","55,215,000","275,300",0.44,
937,109/05/11,牧德,3563,上市增資,109/05/05,109/05/07,"181,000","181,000",250,250,109/05/19,元富,"1,000","45,250,000","143,169",0.12,
938,109/05/08,新光金,2888,上市增資,109/05/04,109/05/06,"35,700,000","35,700,000",7.8,7.8,109/05/18,永豐金,"5,000","278,460,000","112,614",6.34,
939,109/05/07,日揚,6208,上櫃增資,109/04/30,109/05/05,"425,000","425,000",20,20,109/05/15,凱基,"1,000","8,500,000","96,347",0.44,
940,109/05/07,台康生技,6589,上櫃增資,109/04/30,109/05/05,"3,150,000","3,150,000",29,29,109/05/15,元大,"1,000","91,350,000","328,052",0.96,
941,109/05/05,久裕,4173,上櫃增資,109/04/28,109/04/30,"2,550,000","2,550,000",15,15,109/05/13,合庫,"1,000","38,250,000","132,582",1.92,
942,109/04/21,正道,1506,上市增資,109/04/15,109/04/17,"3,600,000","3,600,000",10,10,109/04/29,統一,"1,000","36,000,000","8,028",44.84,
943,109/04/09,州巧,3543,初上市,109/04/01,109/04/07,"1,800,000","1,800,000",15,15,109/04/15,福邦,"1,000","27,000,000","58,177",3.09,
944,109/03/26,聯茂,6213,上市增資,109/03/20,109/03/24,"2,550,000","2,550,000",110,110,109/04/07,元大,"1,000","280,500,000","27,219",9.36,
945,109/03/24,台耀,4746,上市增資,109/03/18,109/03/20,"793,000","793,000",37,37,109/04/01,凱基,"1,000","29,341,000","7,332",10.81,
946,109/03/23,百德,4563,上櫃增資,109/03/17,109/03/19,"850,000","850,000",40,40,109/03/31,台新,"1,000","34,000,000",312,100,
947,109/03/23,應廣,6716,初上櫃,109/03/17,109/03/19,"422,000","422,000",42,42,109/03/27,兆豐,"1,000","17,724,000","12,660",3.33,
948,109/03/23,群益期,6024,上市增資,109/03/17,109/03/19,"2,890,000","2,890,000",34.4,34.4,109/03/31,華南永昌,"1,000","99,416,000",737,100,
949,109/03/20,元大期,6023,上櫃增資,109/03/16,109/03/18,"1,505,000","1,505,000",48,48,109/03/30,合庫,"1,000","72,240,000","1,681",89.53,
950,109/03/19,佳和,1449,上市增資,109/03/13,109/03/17,"2,550,000","2,550,000",10,10,109/03/27,台中銀,"1,000","25,500,000","2,196",100,
951,109/03/09,宏捷科,8086,上櫃增資,109/03/03,109/03/05,"850,000","850,000",75,75,109/03/17,富邦,"1,000","63,750,000","199,580",0.42,
952,109/03/03,山富,2743,初上櫃,109/02/25,109/02/27,"886,000","886,000",12.5,12.5,109/03/09,福邦,"1,000","11,075,000","81,285",1.08,
953,109/03/03,映興電子,3597,初上櫃,109/02/25,109/02/27,"1,054,000","1,054,000",15.49,15.49,109/03/09,華南永昌,"1,000","16,326,460","85,062",1.23,
954,109/03/03,光隆精密-KY,4581,第一上市公司初上市,109/02/25,109/02/27,"778,000","778,000",35,35,109/03/09,日盛,"1,000","27,230,000","60,277",1.29,
955,109/02/25,力致,3483,上櫃增資,109/02/19,109/02/21,"340,000","340,000",40,40,109/03/05,永豐金,"1,000","13,600,000","149,828",0.22,
956,109/02/14,恒耀甲特,8349A,上櫃增資,109/02/10,109/02/12,"850,000","850,000",50,50,109/02/24,凱基,"1,000","42,500,000","11,731",7.24,
957,109/02/11,保瑞,6472,上櫃增資,109/02/05,109/02/07,"187,000","187,000",120,120,109/02/19,台新,"1,000","22,440,000","109,297",0.17,
958,109/02/06,士開,5324,上櫃增資,109/01/31,109/02/04,"2,550,000","2,550,000",9.5,9.5,109/02/14,元富,"3,000","24,225,000",952,89.28,
959,109/02/05,迅得,6438,上櫃增資,109/01/30,109/02/03,"213,000","213,000",68,68,109/02/13,台新,"1,000","14,484,000","10,589",2.01,
