序號,抽籤日期,證券名稱,證券代號,發行市場,申購開始日,申購結束日,承銷股數,實際承銷股數,承銷價(元),實際承銷價(元),撥券日期(上市、上櫃日期),主辦券商,申購股數,總承銷金額(元),總合格件,中籤率(%),取消公開抽籤 
444,113/01/10,吉源-KY,8488,第一上市公司現金增資,113/01/04,113/01/08,"510,000","510,000",15.5,15.5,113/01/18,玉山,"1,000","7,905,000","44,322",1.15,
445,113/01/09,現觀科,6906,初上市,113/01/03,113/01/05,"566,000","566,000",118,118,113/01/15,台新,"1,000","66,788,000","282,407",0.2,
446,113/01/04,台船,2208,上市增資,112/12/28,113/01/02,"19,125,000","19,125,000",17.5,17.5,113/01/12,凱基,"1,000","334,687,500","195,890",9.76,
447,113/01/04,文曄,3036,上市增資,112/12/28,113/01/02,"11,475,000","11,475,000",95,95,113/01/12,元大,"1,000","1,090,125,000","271,075",4.23,
448,112/12/25,御頂,3522,上櫃增資,112/12/19,112/12/21,"1,700,000","1,700,000",16.5,16.5,113/01/03,兆豐,"1,000","28,050,000","147,065",1.15,
449,112/12/22,同泰,3321,上市增資,112/12/18,112/12/20,"2,550,000","2,550,000",11,11,113/01/02,富邦,"1,000","28,050,000","172,243",1.48,
450,112/12/20,綠河-KY,8444,第一上櫃公司現金增資,112/12/14,112/12/18,"1,045,000","1,045,000",33,33,112/12/28,統一,"1,000","34,485,000","86,729",1.2,
451,112/12/15,國喬,1312,上市增資,112/12/11,112/12/13,"17,000,000","17,000,000",14.2,14.2,112/12/25,台新,"2,000","241,400,000","87,778",9.68,
452,112/12/15,金萬林,6645,創新板初上市,112/12/11,112/12/13,"804,000","804,000",30,30,112/12/21,華南永昌,"1,000","24,120,000","14,220",5.65,
453,112/12/14,寶徠,1805,上市增資,112/12/08,112/12/12,"2,850,000","2,850,000",11,11,112/12/22,台中銀,"1,000","31,350,000","66,921",4.25,
454,112/12/14,三商電,2427,上市增資,112/12/08,112/12/12,"1,063,000","1,063,000",23,23,112/12/22,台新,"1,000","24,449,000","149,489",0.71,
455,112/12/13,華星光,4979,上櫃增資,112/12/07,112/12/11,"723,000","723,000",139,139,112/12/21,富邦,"1,000","100,497,000","227,823",0.31,
456,112/12/12,台揚,2314,上市增資,112/12/06,112/12/08,"1,190,000","1,190,000",28.5,28.5,112/12/20,台新,"1,000","33,915,000","307,400",0.38,
457,112/12/11,欣新網,2949,初上櫃,112/12/05,112/12/07,"574,000","574,000",90,90,112/12/15,台新,"1,000","51,660,000","311,777",0.18,
458,112/12/08,亞通,6179,上櫃增資,112/12/04,112/12/06,"850,000","850,000",25,25,112/12/18,兆豐,"1,000","21,250,000","89,383",0.95,
459,112/12/08,艾姆勒,2241,上市增資,112/12/04,112/12/06,"1,275,000","1,275,000",28.5,28.5,112/12/18,元大,"1,000","36,337,500","118,778",1.07,
460,112/12/06,寶陞,2948,初上櫃,112/11/30,112/12/04,"754,000","754,000",72,72,112/12/12,兆豐,"1,000","54,288,000","192,678",0.39,
461,112/12/06,天虹,6937,初上市,112/11/30,112/12/04,"1,256,000","1,256,000",115,115,112/12/12,元大,"1,000","144,440,000","380,547",0.33,
462,112/12/05,三商壽,2867,上市增資,112/11/29,112/12/01,"45,000,000","45,000,000",5,5,112/12/13,華南永昌,"5,000","225,000,000","20,055",44.87,
463,112/12/01,富旺,6219,上櫃增資,112/11/27,112/11/29,"2,125,000","2,125,000",17.15,17.15,112/12/11,統一,"1,000","36,443,750","190,876",1.11,
464,112/11/29,澤米,6742,初上市,112/11/23,112/11/27,"1,219,000","1,219,000",48,48,112/12/05,中國信託,"1,000","58,512,000","226,946",0.53,
465,112/11/29,伯鑫,6904,初上櫃,112/11/23,112/11/27,"340,000","340,000",81,81,112/12/05,國泰,"1,000","27,540,000","257,988",0.13,
466,112/11/29,華凌,6916,初上市,112/11/23,112/11/27,"1,650,000","1,650,000",24,24,112/12/05,元大,"1,000","39,600,000","202,161",0.81,
467,112/11/28,家登,3680,上櫃增資,112/11/22,112/11/24,"493,000","493,000",300,300,112/12/06,統一,"1,000","147,900,000","146,390",0.33,
468,112/11/28,寬宏藝術,6596,上櫃增資,112/11/22,112/11/24,"255,000","255,000",40,40,112/12/06,福邦,"1,000","10,200,000","144,408",0.17,
469,112/11/27,致和證,5864,上櫃增資,112/11/21,112/11/23,"3,630,000","3,630,000",12.9,12.9,112/12/05,統一,"2,000","46,827,000","199,442",0.91,
470,112/11/27,啟碁,6285,上市增資,112/11/21,112/11/23,"3,400,000","3,400,000",106,106,112/12/05,凱基,"1,000","360,400,000","337,638",1,
471,112/11/27,威宏-KY,8442,第一上市公司現金增資,112/11/21,112/11/23,"383,000","383,000",78,78,112/12/05,富邦,"1,000","29,874,000","107,867",0.35,
472,112/11/23,衛司特,6894,初上櫃,112/11/17,112/11/21,"627,000","627,000",106,106,112/11/29,兆豐,"1,000","66,462,000","285,368",0.21,
473,112/11/23,竣邦-KY,4442,第一上櫃公司初上櫃,112/11/17,112/11/21,"954,000","954,000",22,22,112/11/29,台新,"1,000","20,988,000","84,192",1.13,
474,112/11/21,晶呈科技,4768,上櫃增資,112/11/15,112/11/17,"366,000","366,000",130,130,112/11/29,國票,"1,000","47,580,000","239,959",0.15,
475,112/11/20,昇陽半導體,8028,上市增資,112/11/14,112/11/16,"1,800,000","1,800,000",45,45,112/11/28,富邦,"1,000","81,000,000","174,317",1.03,
476,112/11/15,華懋,5292,初上市,112/11/09,112/11/13,"820,000","820,000",68,68,112/11/21,群益金鼎,"1,000","55,760,000","319,387",0.25,
477,112/11/07,遠雄港,5607,上市增資,112/11/01,112/11/03,"2,975,000","2,975,000",40,40,112/11/15,元富,"1,000","119,000,000","177,194",1.67,
478,112/11/07,奈米醫材,6612,上櫃增資,112/11/01,112/11/03,"425,000","425,000",120,120,112/11/15,永豐金,"1,000","51,000,000","49,107",0.86,
479,112/11/06,華邦電,2344,上市增資,112/10/31,112/11/02,"17,000,000","17,000,000",22,22,112/11/14,中國信託,"1,000","374,000,000","171,517",9.91,
480,112/11/03,特昇-KY,6616,第一上櫃公司現金增資,112/10/30,112/11/01,"375,000","375,000",12,12,112/11/13,第一金,"1,000","4,500,000","23,910",1.56,
481,112/11/03,花王,8906,上櫃增資,112/10/30,112/11/01,"900,000","900,000",14,14,112/11/13,福邦,"1,000","12,600,000","80,587",1.11,
482,112/11/03,瑞築,6198,上櫃增資,112/10/30,112/11/01,"850,000","850,000",22.9,22.9,112/11/13,台新,"1,000","19,465,000","106,179",0.8,
483,112/11/03,富世達,6805,初上市,112/10/30,112/11/01,"1,477,000","1,477,000",200,200,112/11/09,台新,"1,000","295,400,000","168,298",0.87,
484,112/11/03,宸曜,6922,初上櫃,112/10/30,112/11/01,"426,000","426,000",82,82,112/11/09,凱基,"1,000","34,932,000","150,377",0.28,
485,112/11/02,AMAX-KY,6933,第一上市公司初上市,112/10/27,112/10/31,"959,000","959,000",96,96,112/11/08,中國信託,"1,000","92,064,000","64,513",1.48,
486,112/11/01,台通,8011,上市增資,112/10/26,112/10/30,"1,700,000","1,700,000",16.3,16.3,112/11/09,元富,"1,000","27,710,000","47,837",3.55,
487,112/11/01,旭富,4119,上市增資,112/10/26,112/10/30,"1,020,000","1,020,000",80,80,112/11/09,台新,"1,000","81,600,000","109,077",0.93,
488,112/10/31,上詮,3363,上櫃增資,112/10/25,112/10/27,"850,000","850,000",52.8,52.8,112/11/08,台新,"1,000","44,880,000","235,458",0.36,
489,112/10/27,聯策,6658,初上市,112/10/23,112/10/25,"884,000","884,000",28,28,112/11/02,元富,"1,000","24,752,000","314,110",0.28,
490,112/10/24,飛宏,2457,上市增資,112/10/18,112/10/20,"4,760,000","4,760,000",49.8,49.8,112/11/01,凱基,"1,000","237,048,000","167,952",2.83,
491,112/10/23,杏國,4192,上櫃增資,112/10/17,112/10/19,"397,000","397,000",34,34,112/10/31,國票,"1,000","13,498,000","69,260",0.57,
492,112/10/23,益得,6461,上櫃增資,112/10/17,112/10/19,"1,700,000","1,700,000",23,23,112/10/31,台新,"1,000","39,100,000","45,282",3.75,
493,112/10/23,鑫傳,6856,初上櫃,112/10/17,112/10/19,"856,000","856,000",65,65,112/10/27,台新,"1,000","55,640,000","136,034",0.62,
494,112/10/13,達發,6526,初上市,112/10/05,112/10/11,"3,537,000","3,537,000",434.84,434.84,112/10/19,凱基,"1,000","1,538,029,080","200,985",1.75,
495,112/10/05,百達-KY,2236,上市增資,112/09/28,112/10/03,"255,000","255,000",58,58,112/10/17,台新,"1,000","14,790,000","208,335",0.12,
496,112/10/03,捷迅,2643,上櫃增資,112/09/26,112/09/28,"425,000","425,000",60,60,112/10/13,群益金鼎,"1,000","25,500,000","125,251",0.33,
497,112/09/27,訊映,4155,上市增資,112/09/21,112/09/25,"1,080,000","1,080,000",22.5,22.5,112/10/06,富邦,"1,000","24,300,000","180,969",0.59,
498,112/09/20,官田鋼鐵,2017,上市增資,112/09/14,112/09/18,"5,950,000","5,950,000",11.7,11.7,112/09/28,統一,"2,000","69,615,000","277,922",1.07,
499,112/09/20,威剛,3260,上櫃增資,112/09/14,112/09/18,"2,550,000","2,550,000",62,62,112/09/28,玉山,"1,000","158,100,000","455,128",0.56,
500,112/09/20,朋程,8255,上櫃增資,112/09/14,112/09/18,"850,000","850,000",155,155,112/09/28,元大,"1,000","131,750,000","163,133",0.52,
501,112/09/15,康普,4739,上市增資,112/09/11,112/09/13,"1,022,000","1,022,000",68,68,112/09/25,福邦,"1,000","69,496,000","90,267",1.13,
502,112/09/14,三商,2905,上市增資,112/09/08,112/09/12,"17,000,000","17,000,000",12.5,12.5,112/09/22,華南永昌,"2,000","212,500,000","71,444",11.89,
503,112/09/13,鑽石生技,6901,初上市,112/09/07,112/09/11,"17,000,000","17,000,000",40,40,112/09/19,華南永昌,"1,000","680,000,000","390,242",4.35,
504,112/09/12,上曜,1316,上市增資,112/09/06,112/09/08,"5,400,000","5,400,000",10,10,112/09/20,元富,"1,000","54,000,000","30,336",17.8,
505,112/09/08,晉弘,6796,上市增資,112/09/04,112/09/06,"107,000","107,000",85,85,112/09/18,福邦,"1,000","9,095,000","213,859",0.05,
506,112/09/08,騰雲,6870,初上櫃,112/09/04,112/09/06,"554,000","554,000",128,128,112/09/14,福邦,"1,000","70,912,000","217,394",0.25,
507,112/09/08,佳邦,6284,上櫃增資,112/09/04,112/09/06,"748,000","748,000",45,45,112/09/18,台新,"1,000","33,660,000","224,811",0.33,
508,112/09/07,加百裕,3323,上櫃增資,112/09/01,112/09/05,"680,000","680,000",26.4,26.4,112/09/15,兆豐,"1,000","17,952,000","89,507",0.75,
509,112/09/04,晶碩,6491,上市增資,112/08/29,112/08/31,"680,000","680,000",310,310,112/09/12,富邦,"1,000","210,800,000","119,183",0.57,
510,112/09/01,立凱-KY,5227,第一上櫃公司現金增資,112/08/28,112/08/30,"1,105,000","1,105,000",43,43,112/09/11,康和,"1,000","47,515,000","112,295",0.98,
511,112/08/30,正德,2641,上櫃增資,112/08/24,112/08/28,"2,550,000","2,550,000",14.2,14.2,112/09/07,台中銀,"1,000","36,210,000","53,526",4.76,
512,112/08/30,至上,8112,上市增資,112/08/24,112/08/28,"5,950,000","5,950,000",38,38,112/09/07,永豐金,"1,000","226,100,000","359,503",1.65,
513,112/08/25,明係,6804,上櫃增資,112/08/21,112/08/23,"425,000","425,000",53,53,112/09/04,兆豐,"1,000","22,525,000","129,759",0.32,
514,112/08/24,光環,3234,上櫃增資,112/08/18,112/08/22,"1,700,000","1,700,000",18,18,112/09/01,國票,"1,000","30,600,000","286,399",0.59,
515,112/08/24,和潤企業乙特,6592B,上市增資,112/08/18,112/08/22,"4,750,000","4,750,000",100,100,112/09/01,台新,"1,000","475,000,000","21,176",22.43,
516,112/08/21,建碁,3046,上市增資,112/08/15,112/08/17,"595,000","595,000",68,68,112/08/29,台新,"1,000","40,460,000","15,116",3.93,
517,112/08/16,宏碩系統,6895,初上櫃,112/08/10,112/08/14,"577,000","577,000",100,100,112/08/22,兆豐,"1,000","57,700,000","284,682",0.2,
518,112/08/16,材料-KY,4763,第一上市公司現金增資,112/08/10,112/08/14,"340,000","340,000",531,531,112/08/24,國票,"1,000","180,540,000","187,635",0.18,
519,112/08/10,迅得,6438,上市增資,112/08/04,112/08/08,"328,000","328,000",93,93,112/08/18,凱基,"1,000","30,504,000","152,996",0.21,
520,112/08/08,網家,8044,上櫃增資,112/08/02,112/08/04,"1,360,000","1,360,000",40.1,40.1,112/08/16,中國信託,"1,000","54,536,000","101,403",1.34,
521,112/08/08,精剛,1584,上櫃增資,112/08/02,112/08/04,"3,400,000","3,400,000",30,30,112/08/16,凱基,"1,000","102,000,000","130,300",2.6,
522,112/08/02,四維航,5608,上市增資,112/07/27,112/07/31,"1,700,000","1,700,000",18,18,112/08/11,永豐金,"1,000","30,600,000","82,989",2.04,
523,112/08/01,大眾控,3701,上市增資,112/07/26,112/07/28,"850,000","850,000",50,50,112/08/09,台中銀,"1,000","42,500,000","202,032",0.42,
524,112/08/01,進泰電子,3465,上櫃增資,112/07/26,112/07/28,"255,000","255,000",74.5,74.5,112/08/09,富邦,"1,000","18,997,500","112,627",0.22,
525,112/07/31,智聯服務,6751,上櫃增資,112/07/25,112/07/27,"187,000","187,000",90,90,112/08/08,福邦,"1,000","16,830,000","179,624",0.1,
526,112/07/28,元晶,6443,上市增資,112/07/24,112/07/26,"3,106,000","3,106,000",27.1,27.1,112/08/07,元大,"1,000","84,172,600","193,152",1.6,
527,112/07/27,亞航,2630,上市增資,112/07/21,112/07/25,"3,230,000","3,230,000",35,35,112/08/04,台新,"1,000","113,050,000","380,679",0.84,
528,112/07/25,六方科-KY,4569,第一上市公司初上市,112/07/19,112/07/21,"920,000","920,000",66,66,112/07/31,宏遠,"1,000","60,720,000","130,172",0.7,
529,112/07/24,強生製藥,4747,上櫃增資,112/07/18,112/07/20,"850,000","850,000",48,48,112/08/01,統一,"1,000","40,800,000","540,422",0.15,
530,112/07/24,崇越,5434,上市增資,112/07/18,112/07/20,"595,000","595,000",150,150,112/08/01,福邦,"1,000","89,250,000","199,598",0.29,
531,112/07/21,閎康,3587,上櫃增資,112/07/17,112/07/19,"340,000","340,000",175,175,112/07/31,元大,"1,000","59,500,000","270,570",0.12,
532,112/07/20,緯軟,4953,上櫃增資,112/07/14,112/07/18,"468,000","468,000",92,92,112/07/28,凱基,"1,000","43,056,000","357,938",0.13,
533,112/07/18,康舒,6282,上市增資,112/07/12,112/07/14,"17,000,000","17,000,000",38.8,38.8,112/07/26,凱基,"1,000","659,600,000","541,886",3.13,
534,112/07/11,亞昕,5213,上櫃增資,112/07/05,112/07/07,"4,250,000","4,250,000",24,24,112/07/19,合庫,"1,000","102,000,000","62,828",6.76,
535,112/07/07,日友,8341,上市增資,112/07/03,112/07/05,"1,573,000","1,573,000",120,120,112/07/17,第一金,"1,000","188,760,000","260,540",0.6,
536,112/06/27,裕隆,2201,上市增資,112/06/19,112/06/21,"5,950,000","5,950,000",68,68,112/07/05,凱基,"1,000","404,600,000","468,772",1.26,
537,112/06/20,逸達,6576,上櫃增資,112/06/14,112/06/16,"1,488,000","1,488,000",75,75,112/06/30,凱基,"1,000","111,600,000","114,567",1.29,
538,112/06/19,天宇,8171,上櫃增資,112/06/13,112/06/15,"850,000","850,000",42,42,112/06/29,福邦,"1,000","35,700,000","117,727",0.72,
539,112/06/16,健喬,4114,上櫃增資,112/06/12,112/06/14,"2,125,000","2,125,000",38,38,112/06/28,國票,"1,000","80,750,000","219,368",0.96,
540,112/06/15,雄順,2073,初上櫃,112/06/09,112/06/13,"525,000","525,000",22,22,112/06/21,永豐金,"1,000","11,550,000","398,272",0.13,
541,112/06/14,岱宇,1598,上市增資,112/06/08,112/06/12,"2,160,000","2,160,000",33,33,112/06/26,統一,"1,000","71,280,000","251,597",0.85,
542,112/06/12,鏵友益,6877,初上櫃,112/06/06,112/06/08,"672,000","672,000",22,22,112/06/16,元大,"1,000","14,784,000","482,613",0.13,
543,112/06/09,耀勝,3207,上櫃增資,112/06/05,112/06/07,"595,000","595,000",60,60,112/06/19,統一,"1,000","35,700,000","268,052",0.22,
544,112/06/06,華安,6657,初上市,112/05/31,112/06/02,"1,722,000","1,722,000",42.12,42.12,112/06/12,中國信託,"1,000","72,530,640","432,499",0.39,
545,112/06/01,台汽電,8926,上市增資,112/05/26,112/05/30,"8,500,000","8,500,000",30.31,30.31,112/06/09,台新,"1,000","257,635,000","762,572",1.11,
546,112/05/17,廣錠,6441,上櫃增資,112/05/11,112/05/15,"850,000","850,000",45,45,112/05/25,第一金,"1,000","38,250,000","191,053",0.44,
547,112/05/16,聯寶,6821,初上櫃,112/05/10,112/05/12,"828,000","828,000",30,30,112/05/22,康和,"1,000","24,840,000","342,949",0.24,
548,112/05/12,南俊國際,6584,初上櫃,112/05/08,112/05/10,"1,417,000","1,417,000",36,36,112/05/18,凱基,"1,000","51,012,000","515,420",0.27,
549,112/05/09,綠茵生技,6846,初上櫃,112/05/03,112/05/05,"464,000","464,000",68,68,112/05/15,福邦,"1,000","31,552,000","380,230",0.12,
550,112/05/09,貿聯-KY,3665,第一上市公司現金增資,112/05/03,112/05/05,"425,000","425,000",230,230,112/05/17,元大,"1,000","97,750,000","111,763",0.38,
551,112/05/05,桓鼎-KY,5543,第一上櫃公司現金增資,112/04/28,112/05/03,"170,000","170,000",45,45,112/05/15,國票,"1,000","7,650,000","64,990",0.26,
552,112/04/24,玉山金,2884,上市增資,112/04/18,112/04/20,"68,000,000","68,000,000",20,20,112/05/03,福邦,"2,000","1,360,000,000","1,129,016",3.01,
553,112/04/21,長園科,8038,上櫃增資,112/04/17,112/04/19,"255,000","255,000",33.5,33.5,112/05/02,元富,"1,000","8,542,500","444,761",0.05,
554,112/04/18,泰福-KY,6541,第一上市公司現金增資,112/04/12,112/04/14,"1,360,000","1,360,000",75,75,112/04/26,元富,"1,000","102,000,000","35,493",3.83,
555,112/04/12,奇鋐,3017,上市增資,112/04/06,112/04/10,"2,550,000","2,550,000",95,95,112/04/20,富邦,"1,000","242,250,000","501,189",0.5,
556,112/03/30,杏昌,1788,上櫃增資,112/03/24,112/03/28,"340,000","340,000",125,125,112/04/12,元富,"1,000","42,500,000","159,399",0.21,
557,112/03/30,嘉澤,3533,上市增資,112/03/24,112/03/28,"298,000","298,000",660,660,112/04/12,元大,"1,000","196,680,000","194,536",0.15,
558,112/03/27,元翎,4564,上市增資,112/03/21,112/03/23,"1,700,000","1,700,000",20,20,112/04/07,福邦,"1,000","34,000,000","208,078",0.81,
559,112/03/24,福邦證,6026,上櫃增資,112/03/20,112/03/22,"3,600,000","3,600,000",10,10,112/04/06,台中銀,"1,000","36,000,000","27,180",13.24,
560,112/03/24,愛山林,2540,上市增資,112/03/20,112/03/22,"2,040,000","2,040,000",72,72,112/04/06,永豐金,"1,000","146,880,000","44,327",4.6,
561,112/03/22,雷虎,8033,上市增資,112/03/16,112/03/20,"850,000","850,000",36,36,112/03/30,福邦,"1,000","30,600,000","390,028",0.21,
562,112/03/21,三商壽,2867,上市增資,112/03/15,112/03/17,"45,000,000","45,000,000",5.05,5.05,112/03/29,華南永昌,"5,000","227,250,000","15,362",58.58,
563,112/03/21,睿生光電,6861,初上市,112/03/15,112/03/17,"912,000","912,000",70,70,112/03/27,元大,"1,000","63,840,000","452,124",0.2,
564,112/03/20,建德工業,6606,初上市,112/03/14,112/03/16,"2,806,000","2,806,000",19,19,112/03/24,元富,"1,000","53,314,000","471,132",0.59,
565,112/03/20,東研信超,6840,初上櫃,112/03/14,112/03/16,"489,000","489,000",68,68,112/03/24,永豐金,"1,000","33,252,000","292,651",0.16,
566,112/03/16,崧騰,3484,上櫃增資,112/03/10,112/03/14,"493,000","493,000",37,37,112/03/24,凱基,"1,000","18,241,000","220,129",0.22,
567,112/03/15,成霖,9934,上市增資,112/03/09,112/03/13,"4,250,000","4,250,000",11.75,11.75,112/03/23,台新,"2,000","49,937,500","95,925",2.21,
568,112/03/15,鴻碩,3092,上市增資,112/03/09,112/03/13,"850,000","850,000",26.21,26.21,112/03/23,凱基,"1,000","22,278,500","400,953",0.21,
569,112/03/15,永道-KY,6863,第一上市公司初上市,112/03/09,112/03/13,"1,736,000","1,736,000",83.58,83.58,112/03/21,凱基,"1,000","145,094,880","153,091",1.13,
570,112/03/10,永豐金,2890,上市增資,112/03/06,112/03/08,"63,750,000","63,750,000",15,15,112/03/20,富邦,"5,000","956,250,000","660,379",1.93,
571,112/03/08,長榮航太,2645,初上市,112/03/02,112/03/06,"3,700,000","3,700,000",68,68,112/03/14,凱基,"1,000","251,600,000","693,549",0.53,
572,112/03/06,龍德造船,6753,初上市,112/02/24,112/03/02,"1,805,000","1,805,000",30,30,112/03/10,兆豐,"1,000","54,150,000","953,311",0.18,
573,112/03/02,利機,3444,上櫃增資,112/02/22,112/02/24,"425,000","425,000",50,50,112/03/10,永豐金,"1,000","21,250,000","246,576",0.17,
574,112/03/01,宇智,6470,上櫃增資,112/02/21,112/02/23,"425,000","425,000",45,45,112/03/09,台新,"1,000","19,125,000","326,054",0.13,
575,112/02/21,長佳智能,6841,初上櫃,112/02/15,112/02/17,"2,114,000","2,114,000",57.6,57.6,112/03/01,元富,"1,000","121,766,400","460,112",0.45,
576,112/02/21,晶焱,6411,上櫃增資,112/02/15,112/02/17,"425,000","425,000",63,63,112/03/03,康和,"1,000","26,775,000","525,253",0.08,
577,112/02/16,博晟生醫,6733,上櫃增資,112/02/10,112/02/14,"1,700,000","1,700,000",20,20,112/02/24,元富,"1,000","34,000,000","117,814",1.44,
578,112/02/14,雄獅,2731,上市增資,112/02/08,112/02/10,"850,000","850,000",85,85,112/02/22,台新,"1,000","72,250,000","406,217",0.2,
579,112/02/09,宏旭-KY,2243,第一上市公司現金增資,112/02/03,112/02/07,"1,800,000","1,800,000",14,14,112/02/17,統一,"2,000","25,200,000","146,908",0.61,
580,112/02/07,五福,2745,上櫃增資,112/02/01,112/02/03,"405,000","405,000",30,30,112/02/15,台新,"1,000","12,150,000","177,013",0.22,
581,112/02/06,台境,8476,上櫃增資,112/01/31,112/02/02,"510,000","510,000",50,50,112/02/14,台新,"1,000","25,500,000","200,422",0.25,
582,112/01/11,越峰,8121,上櫃增資,112/01/05,112/01/09,"2,550,000","2,550,000",20,20,112/01/31,凱基,"1,000","51,000,000","164,551",1.54,
583,112/01/05,偉康,6865,初上櫃,111/12/29,112/01/03,"251,000","251,000",58,58,112/01/11,日盛,"1,000","14,558,000","230,357",0.1,
584,112/01/03,常珵,8097,上櫃增資,111/12/27,111/12/29,"1,020,000","1,020,000",46,46,112/01/11,福邦,"1,000","46,920,000","236,137",0.43,
585,111/12/27,虹光,2380,上市增資,111/12/21,111/12/23,"1,700,000","1,700,000",10,10,112/01/05,元富,"1,000","17,000,000","82,882",2.05,
586,111/12/27,眾達-KY,4977,第一上市公司現金增資,111/12/21,111/12/23,"850,000","850,000",93,93,112/01/05,凱基,"1,000","79,050,000","63,582",1.33,
587,111/12/23,天擎,6708,初上櫃,111/12/19,111/12/21,"680,000","680,000",28,28,111/12/29,凱基,"1,000","19,040,000","430,679",0.15,
588,111/12/22,易飛網,2734,上櫃增資,111/12/16,111/12/20,"425,000","425,000",19,19,111/12/30,凱基,"1,000","8,075,000","288,471",0.14,
589,111/12/22,國泰金,2882,上市增資,111/12/16,111/12/20,"127,500,000","127,500,000",35,35,111/12/30,凱基,"2,000","4,462,500,000","563,910",11.3,
590,111/12/21,榮成,1909,上市增資,111/12/15,111/12/19,"4,500,000","4,500,000",14.5,14.5,111/12/29,第一金,"1,000","65,250,000","90,540",4.97,
591,111/12/21,皇將,4744,上櫃增資,111/12/15,111/12/19,"520,000","520,000",22,22,111/12/29,福邦,"1,000","11,440,000","143,924",0.36,
592,111/12/20,中再保,2851,上市增資,111/12/14,111/12/16,"17,850,000","17,850,000",15.8,15.8,111/12/28,兆豐,"1,000","282,030,000","237,081",7.52,
593,111/12/20,泰詠,6266,上櫃增資,111/12/14,111/12/16,"1,190,000","1,190,000",18,18,111/12/28,台新,"1,000","21,420,000","273,431",0.43,
594,111/12/14,巨有科技,8227,初上櫃,111/12/08,111/12/12,"867,000","867,000",42.68,42.68,111/12/20,華南永昌,"1,000","37,003,560","347,951",0.24,
595,111/12/13,台中銀,2812,上市增資,111/12/07,111/12/09,"21,250,000","21,250,000",11.75,11.75,111/12/21,凱基,"5,000","249,687,500","230,640",1.84,
596,111/12/12,上海商銀,5876,上市增資,111/12/06,111/12/08,"32,300,000","32,300,000",37,37,111/12/20,華南永昌,"1,000","1,195,100,000","407,983",7.91,
597,111/12/09,保勝光學,6517,初上櫃,111/12/05,111/12/07,"822,000","822,000",32.8,32.8,111/12/15,凱基,"1,000","26,961,600","223,760",0.36,
598,111/12/09,展達,3447,初上市,111/12/05,111/12/07,"1,736,000","1,736,000",26,26,111/12/15,元大,"1,000","45,136,000","269,373",0.64,
599,111/12/08,倍力,6874,初上櫃,111/12/02,111/12/06,"585,000","585,000",44.88,44.88,111/12/14,富邦,"1,000","26,254,800","162,966",0.35,
600,111/12/02,國票金,2889,上市增資,111/11/28,111/11/30,"27,000,000","27,000,000",10,10,111/12/12,台新,"1,000","270,000,000","189,246",14.26,
601,111/11/28,山富,2743,上櫃增資,111/11/22,111/11/24,"340,000","340,000",34,34,111/12/06,福邦,"1,000","11,560,000","181,814",0.18,
602,111/11/22,伯特光,6859,初上櫃,111/11/16,111/11/18,"545,000","545,000",102,102,111/11/28,福邦,"1,000","55,590,000","88,160",0.61,
603,111/11/22,視陽,6782,初上市,111/11/16,111/11/18,"1,906,000","1,906,000",168,168,111/11/28,元大,"1,000","320,208,000","150,780",1.26,
604,111/11/21,巨大,9921,上市增資,111/11/15,111/11/17,"1,445,000","1,445,000",162,162,111/11/29,凱基,"1,000","234,090,000","254,907",0.56,
605,111/11/16,伸興,1558,上市增資,111/11/10,111/11/14,"510,000","510,000",90,90,111/11/24,永豐金,"1,000","45,900,000","106,912",0.47,
606,111/11/16,四維航,5608,上市增資,111/11/10,111/11/14,"3,400,000","3,400,000",20,20,111/11/24,永豐金,"1,000","68,000,000","84,690",4.01,
607,111/11/15,進典,6843,初上櫃,111/11/09,111/11/11,"766,000","766,000",35,35,111/11/21,永豐金,"1,000","26,810,000","103,877",0.73,
608,111/11/08,三商壽,2867,上市增資,111/11/02,111/11/04,"90,000,000","90,000,000",5.2,5.2,111/11/16,華南永昌,"5,000","468,000,000","14,657",100,
609,111/11/08,虎門科技,6791,初上櫃,111/11/02,111/11/04,"731,000","731,000",46,46,111/11/14,富邦,"1,000","33,626,000","72,486",1,
610,111/11/04,圓裕,6835,初上市,111/10/31,111/11/02,"1,520,000","1,520,000",35.41,35.41,111/11/10,台新,"1,000","53,823,200","125,770",1.2,
611,111/11/02,昱捷,3232,上櫃增資,111/10/27,111/10/31,"850,000","850,000",21,21,111/11/10,元富,"1,000","17,850,000","75,165",1.13,
612,111/11/01,上奇,6123,上櫃增資,111/10/26,111/10/28,"383,000","383,000",49,49,111/11/09,玉山,"1,000","18,767,000","14,210",2.69,
613,111/11/01,福貞-KY,8411,第一上市公司現金增資,111/10/26,111/10/28,"3,655,000","3,655,000",12.5,12.5,111/11/09,永豐金,"1,000","45,687,500","2,112",100,
614,111/10/31,芯鼎,6695,初上市,111/10/25,111/10/27,"1,805,000","1,805,000",36.15,36.15,111/11/04,兆豐,"1,000","65,250,750","32,961",5.47,
615,111/10/28,精拓科,4951,初上櫃,111/10/24,111/10/26,"803,000","803,000",43.72,43.72,111/11/03,第一金,"1,000","35,107,160","28,855",2.78,
616,111/10/25,華孚,6235,上市增資,111/10/19,111/10/21,"1,471,000","1,471,000",28,28,111/11/02,福邦,"1,000","41,188,000","35,578",4.13,
